num,item,block,verdict,basis,gap_id,note
264,Code example generator,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
265,Documentation consistency checker,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
266,Documentation coverage analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
267,Doc-code mismatch detector,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
268,Inline explanation generator,P1.3 Code understanding,COVERED,ITEM,,"Semantic summaries in repository graph; KDoc/Javadoc mismatch detector (TA:2313, 2361)"
269,Architecture doc generator,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
270,README synthesis engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
271,Test-to-code mapping engine,Patch Test and Coverage Comprehension,COVERED,ITEM,,Requirement->test traceability (BS §47.5); TA §62
272,Coverage gap locator,Patch Test and Coverage Comprehension,GAP,ITEM,GAP-3,"GAP-3: no code-coverage measurement (0 hits for JaCoCo/Kover/line/branch coverage); ""test coverage"" is named as a review dimension only (BS:2678)"
273,Untested branch detector,Patch Test and Coverage Comprehension,GAP,ITEM,GAP-3,"GAP-3: no code-coverage measurement (0 hits for JaCoCo/Kover/line/branch coverage); ""test coverage"" is named as a review dimension only (BS:2678)"
274,Test intent extractor,Patch Test and Coverage Comprehension,COVERED,ITEM,,Requirement->test traceability (BS §47.5); TA §62
275,Assertion strength analyzer,Patch Test and Coverage Comprehension,COVERED,ITEM,,BS §57.5 assertion quality; CLAUSE.VERIFY.NON_VACUITY
276,Flaky test signature detector,Patch Test and Coverage Comprehension,COVERED,ITEM,,Flaky/skipped tests recorded in traceability matrix (BS §47.5); quarantine handling
277,Fixture dependency tracer,Patch Test and Coverage Comprehension,NOT_STATED,ITEM,,"Low value: fixture tracing, mock boundaries, test-pyramid balance, redundant-test detection not stated"
278,Mock and stub boundary analyzer,Patch Test and Coverage Comprehension,NOT_STATED,ITEM,,"Low value: fixture tracing, mock boundaries, test-pyramid balance, redundant-test detection not stated"
279,Test pyramid balance analyzer,Patch Test and Coverage Comprehension,NOT_STATED,ITEM,,"Low value: fixture tracing, mock boundaries, test-pyramid balance, redundant-test detection not stated"
280,Redundant test detector,Patch Test and Coverage Comprehension,NOT_STATED,ITEM,,"Low value: fixture tracing, mock boundaries, test-pyramid balance, redundant-test detection not stated"
281,Complexity analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
282,Cyclomatic complexity scorer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
283,Code duplication detector,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
284,Dead code detection,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
285,Unused dependency detector,P1.3 Code understanding,PARTIAL,ITEM,,Dependency vetting covers duplicates/size/licence/vulns (TA:2662); unused-dependency detection not stated (Android Lint may cover)
286,Refactoring suggestion engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
287,Code style analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
288,Lint rule generator,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
289,Code formatting system,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
290,Quality trend tracker,P1.3 Code understanding,COVERED,ITEM,,Frozen FIX-PROG battery tracks progress across milestones (M §35); metrics BS §47.8
291,Runtime trace analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
292,Stack trace interpreter,P1.3 Code understanding,COVERED,ITEM,,"android-runtime-diagnostics (logcat, crash/ANR classification)"
293,Memory usage analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
294,Performance profiling engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
295,Thread behavior analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
296,Resource usage tracker,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
297,API latency analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
298,Runtime anomaly detector,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
299,Crash pattern analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
300,Runtime dependency tracker,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
301,Repository structure analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
302,Monorepo analyzer,P1.3 Code understanding,NA,ITEM,,Multi-module Gradle handled by android-gradle-expert
303,Microservice detection,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
304,Service boundary inference,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
305,Package architecture inference,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
306,Code ownership graph,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
307,Developer workflow analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
308,Codebase risk scoring,P1.3 Code understanding,COVERED,ITEM,,PreflightReport risk records (BS §47.2); SecurityRiskScorer (BS §58.2)
309,System complexity analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
310,Architecture drift detector,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
311,Semantic code search,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
312,Code completion reasoning,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
313,Code synthesis validation,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
314,Code rewrite engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
315,Automatic refactoring system,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
316,Cross-language code mapping,P1.3 Code understanding,COVERED,ITEM,,"Multi-language AndroidCodeIntelligence; ingestion and deprecated-API migration (TA:2267, 2330)"
317,Code migration engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
318,Legacy code understanding,P1.3 Code understanding,COVERED,ITEM,,"Multi-language AndroidCodeIntelligence; ingestion and deprecated-API migration (TA:2267, 2330)"
319,Code modernization planner,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
320,Cross-repository knowledge linking,P1.3 Code understanding,OUT_OF_SCOPE,ITEM,,Single local project scope; project memory is project-scoped
321,Code knowledge graph builder,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
322,Code query engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
323,Code indexing pipeline,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
324,Code cache system,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
325,Code metadata storage,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
326,Code analysis scheduler,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
327,Code insight dashboard,P1.3 Code understanding,NA,ITEM,,"UI surface or cross-project analytics, not a builder mechanism"
328,Code visualization tools,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
329,Code analysis API,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
330,Code intelligence service,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
331,Vulnerability detection,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
332,Secret detection,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
333,Hardcoded credential detection,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
334,Dependency CVE detection,P1.3 Code understanding,COVERED,ITEM,,"Vulnerability checks before dependency promotion (BS:1689, 2015; TA:2662)"
335,Secure coding validator,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
336,Security policy enforcement,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
337,Exploit pattern detection,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
338,Security risk scoring,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
339,Threat modeling inference,P1.3 Code understanding,PARTIAL,ITEM,GAP-8,GAP-8: post-hoc exploit-pattern scan (BS §58.2) but no pre-generation threat sketch or abuse cases
340,Security audit generator,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
341,Architecture node graph builder,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Repository Semantic Graph, integration graph, event/evidence stores: TA §45, §47, §74"
342,Component relationship graph,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Repository Semantic Graph, integration graph, event/evidence stores: TA §45, §47, §74"
343,Service dependency graph,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Repository Semantic Graph, integration graph, event/evidence stores: TA §45, §47, §74"
344,Data flow architecture graph,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Repository Semantic Graph, integration graph, event/evidence stores: TA §45, §47, §74"
345,Event flow graph,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Repository Semantic Graph, integration graph, event/evidence stores: TA §45, §47, §74"
346,API communication graph,P1.4 Arch graphs,COVERED,ITEM,,IntegrationBoundaryContract / AndroidServiceIntegration graph (BS §70; TA §74)
347,Infrastructure topology graph,P1.4 Arch graphs,COVERED,ITEM,,IntegrationBoundaryContract / AndroidServiceIntegration graph (BS §70; TA §74)
348,Storage architecture graph,P1.4 Arch graphs,NA,ITEM,,Storage choices live in AndroidTechnologyPlan
349,Deployment architecture graph,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server/infrastructure topology graphs; Android-only client target
350,Scaling architecture graph,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server/infrastructure topology graphs; Android-only client target
351,Architecture constraint engine,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
352,Architecture rule validator,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
353,Architecture best practice checker,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
354,Architecture anti-pattern detector,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
355,Architecture conflict resolver,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
356,Architecture redundancy detector,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
357,Architecture optimization engine,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
358,Architecture risk scoring,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
359,Architecture maintainability scoring,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
360,Architecture complexity scoring,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Contract/plan drift detection and contract-graph verifier: BS §47.6, §67; M56"
361,Architecture pattern detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
362,Microservice architecture detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
363,Monolith architecture detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
364,Event-driven architecture detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
365,Serverless architecture detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
366,CQRS architecture detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
367,Layered architecture detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
368,Hexagonal architecture detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
369,Domain-driven architecture detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
370,Clean architecture detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Pattern detection on ingestion not stated; generation-side patterns via android-architecture-expert
371,Architecture simulation engine,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server-scale simulation; Android-only client target
372,Traffic simulation system,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server-scale simulation; Android-only client target
373,Failure simulation engine,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server-scale simulation; Android-only client target
374,Scaling simulation system,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server-scale simulation; Android-only client target
375,Load distribution simulation,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server-scale simulation; Android-only client target
376,Latency simulation engine,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server-scale simulation; Android-only client target
377,Resource bottleneck detection,P1.4 Arch graphs,COVERED,ITEM,,Runtime Resource Integrity Authority (BS §72) for host bottlenecks
378,Architecture resilience testing,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server-scale simulation; Android-only client target
379,Disaster scenario simulation,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server-scale simulation; Android-only client target
380,Architecture stress testing,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Server-scale simulation; Android-only client target
381,Architecture change impact analyzer,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Change intelligence, drift, rollback: BS §83, §47.6; TA §18"
382,Architecture drift detection,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Change intelligence, drift, rollback: BS §83, §47.6; TA §18"
383,Architecture evolution tracker,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Change intelligence, drift, rollback: BS §83, §47.6; TA §18"
384,Architecture decision record generator,P1.4 Arch graphs,NOT_STATED,ITEM,,"Generated projects get a handbook and release report, not ADRs or migration plans"
385,Architecture migration planner,P1.4 Arch graphs,NOT_STATED,ITEM,,"Generated projects get a handbook and release report, not ADRs or migration plans"
386,Architecture rollback planner,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Change intelligence, drift, rollback: BS §83, §47.6; TA §18"
387,Architecture compatibility checker,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Change intelligence, drift, rollback: BS §83, §47.6; TA §18"
388,Architecture upgrade planner,P1.4 Arch graphs,NOT_STATED,ITEM,,"Generated projects get a handbook and release report, not ADRs or migration plans"
389,Architecture refactoring planner,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Change intelligence, drift, rollback: BS §83, §47.6; TA §18"
390,Architecture version tracking,P1.4 Arch graphs,COVERED,ITEM,,AndroidConstructionContract and plan revisions are versioned (BS §47.6)
391,Architecture reasoning engine,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Technology resolver, decision criteria, candidate branching: BS §5.2, §65, §80.4"
392,Architecture decision scoring,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,"Technology resolver, decision criteria, candidate branching: BS §5.2, §65, §80.4"
393,Architecture tradeoff analyzer,P1.4 Arch graphs,COVERED,ITEM,,"Technology resolver, explicit decision criteria, candidate selection (BS §5.2, §65, §80.4)"
394,Architecture constraint solver,P1.4 Arch graphs,COVERED,ITEM,,"Technology resolver, explicit decision criteria, candidate selection (BS §5.2, §65, §80.4)"
395,Architecture optimization search,P1.4 Arch graphs,NA,ITEM,,No adoption evidence; not needed for a one-shot local build
396,Architecture multi-objective planner,P1.4 Arch graphs,COVERED,ITEM,,"Technology resolver, explicit decision criteria, candidate selection (BS §5.2, §65, §80.4)"
397,Architecture heuristic engine,P1.4 Arch graphs,NA,ITEM,,No adoption evidence; not needed for a one-shot local build
398,Architecture reinforcement learning loop,P1.4 Arch graphs,NOT_ADOPTED,ITEM,,No adoption evidence (research feature)
399,Architecture solution ranking,P1.4 Arch graphs,COVERED,ITEM,,"Technology resolver, explicit decision criteria, candidate selection (BS §5.2, §65, §80.4)"
400,Architecture recommendation engine,P1.4 Arch graphs,COVERED,ITEM,,"Technology resolver, explicit decision criteria, candidate selection (BS §5.2, §65, §80.4)"
401,Architecture knowledge graph,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,Repository Semantic Graph and typed query interface: TA §47; BS:2438
402,Architecture query engine,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,Repository Semantic Graph and typed query interface: TA §47; BS:2438
403,Architecture pattern library,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,Repository Semantic Graph and typed query interface: TA §47; BS:2438
404,Architecture best practice database,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,Repository Semantic Graph and typed query interface: TA §47; BS:2438
405,Architecture violation alerts,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,Repository Semantic Graph and typed query interface: TA §47; BS:2438
406,Architecture insight dashboard,P1.4 Arch graphs,NA,ITEM,,"UI surface or cross-project analytics, not a builder mechanism"
407,Architecture visualization system,P1.4 Arch graphs,NA,ITEM,,"UI surface or cross-project analytics, not a builder mechanism"
408,Architecture graph explorer,P1.4 Arch graphs,NA,ITEM,,"UI surface or cross-project analytics, not a builder mechanism"
409,Architecture metadata store,P1.4 Arch graphs,COVERED_FAMILY,FAMILY,,Repository Semantic Graph and typed query interface: TA §47; BS:2438
410,Architecture analytics engine,P1.4 Arch graphs,NA,ITEM,,"UI surface or cross-project analytics, not a builder mechanism"
411,Architecture scenario planner,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Forecasting/capacity planning for hosted systems
412,Architecture future growth planner,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Forecasting/capacity planning for hosted systems
413,Architecture scaling forecast,P1.4 Arch graphs,OUT_OF_SCOPE,FAMILY,,Forecasting/capacity planning for hosted systems
414,Architecture cost projection model,P1.4 Arch graphs,OUT_OF_SCOPE,ITEM,,Forecasting for hosted systems; Android-only client target
415,Architecture performance forecast,P1.4 Arch graphs,OUT_OF_SCOPE,ITEM,,Forecasting for hosted systems; Android-only client target
416,Architecture security posture analyzer,P1.4 Arch graphs,COVERED,ITEM,,AndroidSecurityIntelligenceService risk score (BS §58.2)
417,Architecture reliability predictor,P1.4 Arch graphs,OUT_OF_SCOPE,ITEM,,Forecasting for hosted systems; Android-only client target
418,Architecture maintainability forecast,P1.4 Arch graphs,OUT_OF_SCOPE,ITEM,,Forecasting for hosted systems; Android-only client target
419,Architecture capacity planning engine,P1.4 Arch graphs,COVERED,ITEM,,Resource forecast and capacityVerdict (BS §47.2; TA:4467)
420,Architecture sustainability analysis,P1.4 Arch graphs,OUT_OF_SCOPE,ITEM,,Forecasting for hosted systems; Android-only client target
421,Architecture monitoring system,P1.4 Arch graphs,PARTIAL,FAMILY,,Runtime integrity signals from the local emulator session only (CAP.ANDROID.RUNTIME_INTEGRITY); post-publish monitoring excluded (BS §46)
422,Architecture runtime telemetry analyzer,P1.4 Arch graphs,PARTIAL,FAMILY,,Runtime integrity signals from the local emulator session only (CAP.ANDROID.RUNTIME_INTEGRITY); post-publish monitoring excluded (BS §46)
423,Architecture anomaly detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Runtime integrity signals from the local emulator session only (CAP.ANDROID.RUNTIME_INTEGRITY); post-publish monitoring excluded (BS §46)
424,Architecture degradation detection,P1.4 Arch graphs,PARTIAL,FAMILY,,Runtime integrity signals from the local emulator session only (CAP.ANDROID.RUNTIME_INTEGRITY); post-publish monitoring excluded (BS §46)
425,Architecture recovery strategy generator,P1.4 Arch graphs,COVERED,ITEM,,"Recovery ladder (TA §28), quality findings (BS §47.3), android-runtime-diagnostics, Agent Runtime Debugger (BS §63), contract governance (BS §67)"
426,Architecture improvement suggestions,P1.4 Arch graphs,COVERED,ITEM,,"Recovery ladder (TA §28), quality findings (BS §47.3), android-runtime-diagnostics, Agent Runtime Debugger (BS §63), contract governance (BS §67)"
427,Architecture health scoring,P1.4 Arch graphs,COVERED,ITEM,,"Recovery ladder (TA §28), quality findings (BS §47.3), android-runtime-diagnostics, Agent Runtime Debugger (BS §63), contract governance (BS §67)"
428,Architecture diagnostics engine,P1.4 Arch graphs,COVERED,ITEM,,"Recovery ladder (TA §28), quality findings (BS §47.3), android-runtime-diagnostics, Agent Runtime Debugger (BS §63), contract governance (BS §67)"
429,Architecture debugging tools,P1.4 Arch graphs,COVERED,ITEM,,"Recovery ladder (TA §28), quality findings (BS §47.3), android-runtime-diagnostics, Agent Runtime Debugger (BS §63), contract governance (BS §67)"
430,Architecture governance engine,P1.4 Arch graphs,COVERED,ITEM,,"Recovery ladder (TA §28), quality findings (BS §47.3), android-runtime-diagnostics, Agent Runtime Debugger (BS §63), contract governance (BS §67)"
431,Dependency graph builder,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
432,Package registry scanner,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
433,Dependency version analyzer,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
434,Dependency compatibility checker,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
435,Dependency conflict resolver,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
436,Dependency upgrade recommender,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
437,Dependency downgrade analyzer,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
438,Dependency security scanner,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
439,Dependency license analyzer,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
440,Dependency risk scoring,P1.5 Dependency intel,COVERED_FAMILY,FAMILY,,"Dependency resolution, integrity hashes, compatibility, licence and vulnerability checks: BS §58.3, §26.7; TA:2451, 2662"
441,Dependency update planner,P1.5 Dependency intel,PARTIAL,FAMILY,,dependency_changed checks exist (BS:2015); ecosystem/stability prediction not stated
442,Dependency change impact analyzer,P1.5 Dependency intel,COVERED,ITEM,,dependency_changed triggers checks (BS:2015); checkpoint rollback (TA §18)
443,Dependency upgrade simulation,P1.5 Dependency intel,COVERED,ITEM,,dependency_changed triggers compatibility/vulnerability/licence checks before commit (BS:2015)
444,Dependency rollback planner,P1.5 Dependency intel,COVERED,ITEM,,dependency_changed triggers checks (BS:2015); checkpoint rollback (TA §18)
445,Dependency test trigger engine,P1.5 Dependency intel,COVERED,ITEM,,dependency_changed triggers checks (BS:2015); checkpoint rollback (TA §18)
446,Dependency patch recommendation,P1.5 Dependency intel,NOT_STATED,ITEM,,Ecosystem popularity/stability/abandonment/maintainability scoring not stated; low value for a local one-shot build
447,Dependency stability predictor,P1.5 Dependency intel,NOT_STATED,ITEM,,Ecosystem popularity/stability/abandonment/maintainability scoring not stated; low value for a local one-shot build
448,Dependency maintenance tracker,P1.5 Dependency intel,NOT_STATED,ITEM,,Ecosystem popularity/stability/abandonment/maintainability scoring not stated; low value for a local one-shot build
449,Dependency popularity analyzer,P1.5 Dependency intel,NOT_STATED,ITEM,,Ecosystem popularity/stability/abandonment/maintainability scoring not stated; low value for a local one-shot build
450,Dependency ecosystem analyzer,P1.5 Dependency intel,NOT_STATED,ITEM,,Ecosystem popularity/stability/abandonment/maintainability scoring not stated; low value for a local one-shot build
451,Dependency health monitoring,P1.5 Dependency intel,PARTIAL,FAMILY,,Ongoing dependency health monitoring is post-publish (BS §46); build-time checks exist
